geolocation_name,quarter_label,country,year,deflated_gdp_usd,us_cpi,landlocked,region_economic_classification,access_to_airport,access_to_port,access_to_highway,access_to_railway,straight_distance_to_capital_km,seismic_hazard_zone,flood_risk_class,tropical_cyclone_wind_risk,tornadoes_wind_risk,koppen_climate_zone,sentinel2_tiff_file_name,viirs_tiff_file_name,construction_cost_per_m2_usd
59,2,1,2024,3928801383782.808,143.9682405014625,0,3,1,1,1,1,770.0,2,0,2,0,3,sentinel_2_44000_oita_2024-Q2.tif,viirs_44000_oita_2024-Q2.tif,1673.5785263625369
58,1,1,2024,3928801383782.808,142.3299725681459,0,3,0,1,1,1,320.0,3,1,3,1,3,sentinel_2_24000_mie_2024-Q1.tif,viirs_24000_mie_2024-Q1.tif,1581.196790147702
7,3,1,2024,3928801383782.808,144.403145070865,0,3,1,1,1,1,150.0,3,1,3,1,3,sentinel_2_22000_shizuoka_2024-Q3.tif,viirs_22000_shizuoka_2024-Q3.tif,1847.8121499034496
105,4,0,2021,332183318448.6994,127.389433729792,0,1,0,1,1,0,470.0,2,0,3,0,1,sentinel_2_guimaras_2021-Q4.tif,viirs_guimaras_2021-Q4.tif,213.8558104229018
5,1,0,2021,332183318448.6994,120.6838014481023,0,1,1,1,1,0,410.0,2,1,2,0,1,sentinel_2_antique_2021-Q1.tif,viirs_antique_2021-Q1.tif,229.75778923438776
102,3,1,2022,3880440088794.578,135.9371046973515,0,3,1,1,1,1,100.0,3,1,2,1,3,sentinel_2_08000_ibaraki_2022-Q3.tif,viirs_08000_ibaraki_2022-Q3.tif,1434.7083528040112
102,3,1,2019,4070264756531.522,117.6899153350103,0,3,1,1,1,1,100.0,3,1,3,1,3,sentinel_2_08000_ibaraki_2019-Q3.tif,viirs_08000_ibaraki_2019-Q3.tif,1665.570374708905
71,4,0,2019,299682074191.28937,117.9406160358257,0,1,1,1,1,0,690.0,2,1,2,0,1,sentinel_2_zamboanga_del_norte_2019-Q4.tif,viirs_zamboanga_del_norte_2019-Q4.tif,137.22908342671585
66,4,1,2019,4070264756531.522,117.9406160358257,0,3,1,1,1,1,800.0,2,1,2,1,3,sentinel_2_35000_yamaguchi_2019-Q4.tif,viirs_35000_yamaguchi_2019-Q4.tif,1903.878088513839
122,4,0,2020,291244296180.30774,119.4024762808857,0,1,0,1,1,0,390.0,2,1,3,0,0,sentinel_2_sorsogon_2020-Q4.tif,viirs_sorsogon_2020-Q4.tif,270.196118309937
121,4,0,2021,332183318448.6994,127.389433729792,0,1,1,1,1,0,790.0,2,1,2,0,1,sentinel_2_misamis_oriental_2021-Q4.tif,viirs_misamis_oriental_2021-Q4.tif,224.77055560087337
79,3,0,2019,299682074191.28937,117.6899153350103,0,1,1,1,1,0,630.0,2,1,2,0,1,sentinel_2_bohol_2019-Q3.tif,viirs_bohol_2019-Q3.tif,186.69157249389627
17,2,1,2022,3880440088794.578,134.1731806810651,0,3,1,1,1,1,625.0,3,1,3,1,3,sentinel_2_39000_kochi_2022-Q2.tif,viirs_39000_kochi_2022-Q2.tif,1484.2942408396948
56,1,1,2021,4247588558872.2593,120.6838014481023,0,3,1,1,1,1,37.5,3,1,3,1,3,sentinel_2_12000_chiba_2021-Q1.tif,viirs_12000_chiba_2021-Q1.tif,1975.098590938227
103,2,0,2021,332183318448.6994,123.5075473904579,0,1,1,1,1,0,950.0,2,1,1,0,0,sentinel_2_sultan_kudarat_2021-Q2.tif,viirs_sultan_kudarat_2021-Q2.tif,187.27508641471707
36,4,0,2019,299682074191.28937,117.9406160358257,1,1,1,0,1,0,1000.0,2,1,1,0,1,sentinel_2_south_cotabato_2019-Q4.tif,viirs_south_cotabato_2019-Q4.tif,231.0906544949624
70,4,1,2019,4070264756531.522,117.9406160358257,0,3,1,1,1,1,880.0,2,1,2,1,3,sentinel_2_40000_fukuoka_2019-Q4.tif,viirs_40000_fukuoka_2019-Q4.tif,1889.368557711168
16,4,1,2021,4247588558872.2593,127.389433729792,0,3,1,1,1,1,260.0,2,1,2,1,3,sentinel_2_16000_toyama_2021-Q4.tif,viirs_16000_toyama_2021-Q4.tif,1575.0172643293322
26,3,1,2020,4069008481605.98,119.1285399053605,1,3,0,0,1,1,100.0,3,0,2,1,3,sentinel_2_10000_gunma_2020-Q3.tif,viirs_10000_gunma_2020-Q3.tif,1862.1685271999493
84,1,0,2020,291244296180.30774,118.4352913210933,0,1,1,1,1,0,570.0,2,0,2,0,1,sentinel_2_siquijor_2020-Q1.tif,viirs_siquijor_2020-Q1.tif,221.05170931588023
60,2,1,2021,4247588558872.2593,123.5075473904579,1,3,0,0,1,1,340.0,2,1,2,1,3,sentinel_2_25000_shiga_2021-Q2.tif,viirs_25000_shiga_2021-Q2.tif,1735.7818346726388
61,4,1,2022,3880440088794.578,136.4362131047677,0,3,1,1,1,1,680.0,2,0,2,1,3,sentinel_2_34000_hiroshima_2022-Q4.tif,viirs_34000_hiroshima_2022-Q4.tif,1548.4506060276178
7,3,1,2022,3880440088794.578,135.9371046973515,0,3,1,1,1,1,150.0,3,1,2,1,3,sentinel_2_22000_shizuoka_2022-Q3.tif,viirs_22000_shizuoka_2022-Q3.tif,1397.4026448291752
88,3,1,2024,3928801383782.808,144.403145070865,0,3,1,1,1,1,30.0,3,1,2,1,3,sentinel_2_14000_kanagawa_2024-Q3.tif,viirs_14000_kanagawa_2024-Q3.tif,2228.286244681789
119,1,0,2021,332183318448.6994,120.6838014481023,0,1,0,1,1,0,55.0,2,1,3,0,1,sentinel_2_bataan_2021-Q1.tif,viirs_bataan_2021-Q1.tif,429.3510030418964
25,1,0,2019,299682074191.28937,115.9781187205398,1,1,0,0,1,0,265.0,2,0,2,0,1,sentinel_2_quirino_2019-Q1.tif,viirs_quirino_2019-Q1.tif,323.244824538515
51,3,0,2021,332183318448.6994,125.4848727349994,0,1,1,1,1,0,350.0,2,1,3,0,1,sentinel_2_cagayan_2021-Q3.tif,viirs_cagayan_2021-Q3.tif,173.31387386823496
65,1,0,2020,291244296180.30774,118.4352913210933,0,1,1,1,1,0,780.0,2,1,2,0,0,sentinel_2_misamis_occidental_2020-Q1.tif,viirs_misamis_occidental_2020-Q1.tif,178.33900115642456
106,4,1,2022,3880440088794.578,136.4362131047677,0,3,1,1,1,1,830.0,3,1,1,0,6,sentinel_2_01000_hokkaido_2022-Q4.tif,viirs_01000_hokkaido_2022-Q4.tif,1550.3106318736277
55,2,1,2021,4247588558872.2593,123.5075473904579,0,3,0,1,1,1,450.0,3,1,3,1,3,sentinel_2_30000_wakayama_2021-Q2.tif,viirs_30000_wakayama_2021-Q2.tif,1841.075998783925
72,3,1,2021,4247588558872.2593,125.4848727349994,0,3,1,1,1,1,540.0,2,0,2,1,3,sentinel_2_37000_kagawa_2021-Q3.tif,viirs_37000_kagawa_2021-Q3.tif,1884.6945917427377
80,2,0,2020,291244296180.30774,117.7956988014519,1,1,0,0,1,0,340.0,2,1,2,0,1,sentinel_2_kalinga_2020-Q2.tif,viirs_kalinga_2020-Q2.tif,179.16250532251857
36,3,0,2020,291244296180.30774,119.1285399053605,1,1,1,0,1,0,1000.0,2,1,1,1,1,sentinel_2_south_cotabato_2020-Q3.tif,viirs_south_cotabato_2020-Q3.tif,195.53889040846536
19,4,0,2019,299682074191.28937,117.9406160358257,0,1,1,1,1,0,970.0,3,1,1,0,0,sentinel_2_davao_del_sur_2019-Q4.tif,viirs_davao_del_sur_2019-Q4.tif,303.2940386950313
70,1,1,2020,4069008481605.98,118.4352913210933,0,3,1,1,1,1,880.0,2,1,2,1,3,sentinel_2_40000_fukuoka_2020-Q1.tif,viirs_40000_fukuoka_2020-Q1.tif,1823.2130614157293
77,2,1,2021,4247588558872.2593,123.5075473904579,1,3,1,0,1,1,180.0,2,0,1,0,5,sentinel_2_20000_nagano_2021-Q2.tif,viirs_20000_nagano_2021-Q2.tif,1929.06608711857
75,4,0,2020,291244296180.30774,119.4024762808857,0,1,1,1,1,0,850.0,3,1,3,0,0,sentinel_2_surigao_del_sur_2020-Q4.tif,viirs_surigao_del_sur_2020-Q4.tif,118.87302119518286
73,4,1,2020,4069008481605.98,119.4024762808857,1,3,0,0,1,1,100.0,2,1,2,1,3,sentinel_2_09000_tochigi_2020-Q4.tif,viirs_09000_tochigi_2020-Q4.tif,2296.263728267701
119,2,0,2021,332183318448.6994,123.5075473904579,0,1,0,1,1,0,55.0,2,1,3,0,1,sentinel_2_bataan_2021-Q2.tif,viirs_bataan_2021-Q2.tif,227.334844495062
20,2,0,2019,299682074191.28937,117.3681318135368,1,1,0,0,1,1,30.0,2,1,3,0,1,sentinel_2_bulacan_2019-Q2.tif,viirs_bulacan_2019-Q2.tif,144.36940952893303
52,3,0,2021,332183318448.6994,125.4848727349994,1,1,0,0,1,0,800.0,2,1,2,0,0,sentinel_2_agusan_del_sur_2021-Q3.tif,viirs_agusan_del_sur_2021-Q3.tif,287.0667342140913
51,2,0,2021,332183318448.6994,123.5075473904579,0,1,1,1,1,0,350.0,2,1,3,0,1,sentinel_2_cagayan_2021-Q2.tif,viirs_cagayan_2021-Q2.tif,180.61206337048893
72,2,1,2023,3993446887350.673,139.5056151606663,0,3,1,1,1,1,540.0,2,0,2,1,3,sentinel_2_37000_kagawa_2023-Q2.tif,viirs_37000_kagawa_2023-Q2.tif,2019.69295313534
35,4,1,2021,4247588558872.2593,127.389433729792,0,3,1,1,1,1,650.0,2,1,2,0,3,sentinel_2_32000_shimane_2021-Q4.tif,viirs_32000_shimane_2021-Q4.tif,1665.857884293459
64,4,0,2020,291244296180.30774,119.4024762808857,0,1,0,1,1,0,1050.0,2,1,2,0,0,sentinel_2_davao_occidental_2020-Q4.tif,viirs_davao_occidental_2020-Q4.tif,619.088659172666
112,1,0,2021,332183318448.6994,120.6838014481023,0,1,0,1,1,0,950.0,2,1,3,0,0,sentinel_2_davao_oriental_2021-Q1.tif,viirs_davao_oriental_2021-Q1.tif,197.49480952522245
108,2,0,2020,291244296180.30774,117.7956988014519,0,1,1,1,1,0,170.0,2,1,3,0,1,sentinel_2_pangasinan_2020-Q2.tif,viirs_pangasinan_2020-Q2.tif,261.4513675102635
71,3,0,2021,332183318448.6994,125.4848727349994,0,1,1,1,1,0,690.0,2,1,2,0,1,sentinel_2_zamboanga_del_norte_2021-Q3.tif,viirs_zamboanga_del_norte_2021-Q3.tif,122.76470657288328
103,1,0,2019,299682074191.28937,115.9781187205398,0,1,1,1,1,0,950.0,2,1,1,0,0,sentinel_2_sultan_kudarat_2019-Q1.tif,viirs_sultan_kudarat_2019-Q1.tif,219.4308164275953
37,4,1,2023,3993446887350.673,140.8613862067226,0,3,1,1,1,1,575.0,2,0,1,1,5,sentinel_2_02000_aomori_2023-Q4.tif,viirs_02000_aomori_2023-Q4.tif,1845.6216790323208
56,3,1,2021,4247588558872.2593,125.4848727349994,0,3,1,1,1,1,37.5,3,1,3,1,3,sentinel_2_12000_chiba_2021-Q3.tif,viirs_12000_chiba_2021-Q3.tif,1877.921045155936
68,1,1,2024,3928801383782.808,142.3299725681459,0,3,1,1,1,0,1550.0,2,1,3,1,3,sentinel_2_47000_okinawa_2024-Q1.tif,viirs_47000_okinawa_2024-Q1.tif,1921.814160706133
2,2,1,2020,4069008481605.98,117.7956988014519,0,3,1,1,1,1,450.0,2,1,1,0,5,sentinel_2_05000_akita_2020-Q2.tif,viirs_05000_akita_2020-Q2.tif,1563.2593049476393
98,2,1,2023,3993446887350.673,139.5056151606663,0,3,1,1,1,1,670.0,2,1,2,1,3,sentinel_2_38000_ehime_2023-Q2.tif,viirs_38000_ehime_2023-Q2.tif,1567.3521970976485
35,2,1,2022,3880440088794.578,134.1731806810651,0,3,1,1,1,1,650.0,2,1,2,1,3,sentinel_2_32000_shimane_2022-Q2.tif,viirs_32000_shimane_2022-Q2.tif,1580.045362211927
15,1,1,2023,3993446887350.673,137.8618440412342,0,3,1,1,1,1,1200.0,2,1,3,1,3,sentinel_2_42000_nagasaki_2023-Q1.tif,viirs_42000_nagasaki_2023-Q1.tif,1644.001319881277
2,4,1,2021,4247588558872.2593,127.389433729792,0,3,1,1,1,1,450.0,2,1,1,0,5,sentinel_2_05000_akita_2021-Q4.tif,viirs_05000_akita_2021-Q4.tif,1588.0446331630558
55,4,1,2023,3993446887350.673,140.8613862067226,0,3,1,1,1,1,450.0,3,1,3,1,3,sentinel_2_30000_wakayama_2023-Q4.tif,viirs_30000_wakayama_2023-Q4.tif,1447.7852897274934
8,2,1,2023,3993446887350.673,139.5056151606663,1,3,0,0,1,1,270.0,2,1,2,1,3,sentinel_2_21000_gifu_2023-Q2.tif,viirs_21000_gifu_2023-Q2.tif,1535.574823242409
71,1,0,2020,291244296180.30774,118.4352913210933,0,1,1,1,1,0,690.0,2,1,1,0,1,sentinel_2_zamboanga_del_norte_2020-Q1.tif,viirs_zamboanga_del_norte_2020-Q1.tif,125.6280963950767
10,2,1,2019,4070264756531.522,117.3681318135368,0,3,1,1,1,1,900.0,3,1,2,0,3,sentinel_2_43000_kumamoto_2019-Q2.tif,viirs_43000_kumamoto_2019-Q2.tif,1872.0457024676448
38,2,1,2023,3993446887350.673,139.5056151606663,0,3,1,1,1,1,540.0,2,1,1,1,3,sentinel_2_33000_okayama_2023-Q2.tif,viirs_33000_okayama_2023-Q2.tif,1831.5930620746008
75,4,0,2021,332183318448.6994,127.389433729792,0,1,1,1,1,0,850.0,3,1,3,0,0,sentinel_2_surigao_del_sur_2021-Q4.tif,viirs_surigao_del_sur_2021-Q4.tif,149.7232191797518
33,3,0,2020,291244296180.30774,119.1285399053605,1,1,0,0,1,0,330.0,3,1,2,0,1,sentinel_2_abra_2020-Q3.tif,viirs_abra_2020-Q3.tif,176.93558528732072
91,1,0,2020,291244296180.30774,118.4352913210933,0,2,1,1,1,1,0.0,3,1,3,0,1,sentinel_2_national_capital_region_2020-Q1.tif,viirs_national_capital_region_2020-Q1.tif,244.6326817323947
4,1,0,2019,299682074191.28937,115.9781187205398,1,1,1,0,1,1,65.0,2,1,2,0,1,sentinel_2_pampanga_2019-Q1.tif,viirs_pampanga_2019-Q1.tif,204.0414887135611
57,4,1,2023,3993446887350.673,140.8613862067226,1,3,0,0,1,1,370.0,2,0,2,1,3,sentinel_2_26000_kyoto_2023-Q4.tif,viirs_26000_kyoto_2023-Q4.tif,2010.6994133751864
110,1,1,2019,4070264756531.522,115.9781187205398,0,3,1,1,1,1,300.0,3,1,2,1,3,sentinel_2_04000_miyagi_2019-Q1.tif,viirs_04000_miyagi_2019-Q1.tif,1653.7514701204425
38,3,1,2022,3880440088794.578,135.9371046973515,0,3,1,1,1,1,540.0,2,1,1,0,3,sentinel_2_33000_okayama_2022-Q3.tif,viirs_33000_okayama_2022-Q3.tif,1503.6031643912854
123,2,0,2020,291244296180.30774,117.7956988014519,0,1,1,1,1,0,660.0,3,0,3,0,3,sentinel_2_batanes_2020-Q2.tif,viirs_batanes_2020-Q2.tif,356.6732267806579
124,1,0,2020,291244296180.30774,118.4352913210933,1,0,0,0,1,0,820.0,2,0,2,0,0,sentinel_2_lanao_del_sur_2020-Q1.tif,viirs_lanao_del_sur_2020-Q1.tif,178.86056687575655
124,4,0,2021,332183318448.6994,127.389433729792,1,0,0,0,1,0,820.0,2,1,1,0,0,sentinel_2_lanao_del_sur_2021-Q4.tif,viirs_lanao_del_sur_2021-Q4.tif,167.13905330211827
8,2,1,2019,4070264756531.522,117.3681318135368,1,3,0,0,1,1,270.0,2,1,1,1,3,sentinel_2_21000_gifu_2019-Q2.tif,viirs_21000_gifu_2019-Q2.tif,1650.0139784315486
12,3,1,2022,3880440088794.578,135.9371046973515,0,3,1,1,1,1,970.0,3,1,3,1,3,sentinel_2_46000_kagoshima_2022-Q3.tif,viirs_46000_kagoshima_2022-Q3.tif,1373.4090993735244
7,3,1,2019,4070264756531.522,117.6899153350103,0,3,1,1,1,1,150.0,3,1,2,1,3,sentinel_2_22000_shizuoka_2019-Q3.tif,viirs_22000_shizuoka_2019-Q3.tif,1855.871898521591
99,4,0,2020,291244296180.30774,119.4024762808857,0,1,1,1,1,0,570.0,3,1,4,0,0,sentinel_2_eastern_samar_2020-Q4.tif,viirs_eastern_samar_2020-Q4.tif,250.6208623866516
117,4,0,2021,332183318448.6994,127.389433729792,0,1,1,1,1,0,370.0,3,1,3,0,1,sentinel_2_masbate_2021-Q4.tif,viirs_masbate_2021-Q4.tif,274.1574721501474
100,2,0,2019,299682074191.28937,117.3681318135368,0,1,1,1,1,0,790.0,2,1,1,0,0,sentinel_2_zamboanga_del_sur_2019-Q2.tif,viirs_zamboanga_del_sur_2019-Q2.tif,144.0228695384859
71,2,0,2019,299682074191.28937,117.3681318135368,0,1,1,1,1,0,690.0,2,1,2,0,1,sentinel_2_zamboanga_del_norte_2019-Q2.tif,viirs_zamboanga_del_norte_2019-Q2.tif,163.22617256042264
15,2,1,2024,3928801383782.808,143.9682405014625,0,3,1,1,1,1,1200.0,2,1,2,1,3,sentinel_2_42000_nagasaki_2024-Q2.tif,viirs_42000_nagasaki_2024-Q2.tif,1607.2988924878298
15,4,1,2022,3880440088794.578,136.4362131047677,0,3,1,1,1,1,1200.0,2,1,2,1,3,sentinel_2_42000_nagasaki_2022-Q4.tif,viirs_42000_nagasaki_2022-Q4.tif,1621.2900500743362
40,4,1,2024,3928801383782.808,144.7279859179582,0,3,1,1,1,1,0.0,3,1,2,1,3,sentinel_2_13000_tokyo_2024-Q4.tif,viirs_13000_tokyo_2024-Q4.tif,2522.261797416693
21,2,1,2024,3928801383782.808,143.9682405014625,0,3,1,1,1,1,500.0,3,1,2,1,3,sentinel_2_36000_tokushima_2024-Q2.tif,viirs_36000_tokushima_2024-Q2.tif,1609.518480911705
6,2,1,2024,3928801383782.808,143.9682405014625,0,3,1,1,1,1,270.0,2,1,2,1,3,sentinel_2_17000_ishikawa_2024-Q2.tif,viirs_17000_ishikawa_2024-Q2.tif,1568.498521149739
64,2,0,2019,299682074191.28937,117.3681318135368,0,1,0,0,1,0,1050.0,2,1,1,0,0,sentinel_2_davao_occidental_2019-Q2.tif,viirs_davao_occidental_2019-Q2.tif,189.93193399549537
83,4,0,2019,299682074191.28937,117.9406160358257,0,1,1,1,1,0,630.0,2,1,2,0,1,sentinel_2_negros_oriental_2019-Q4.tif,viirs_negros_oriental_2019-Q4.tif,191.6024895376735
40,2,1,2024,3928801383782.808,143.9682405014625,0,3,1,1,1,1,0.0,3,1,2,1,3,sentinel_2_13000_tokyo_2024-Q2.tif,viirs_13000_tokyo_2024-Q2.tif,2338.892416587923
26,3,1,2021,4247588558872.2593,125.4848727349994,1,3,0,0,1,1,100.0,3,0,1,1,3,sentinel_2_10000_gunma_2021-Q3.tif,viirs_10000_gunma_2021-Q3.tif,1388.4484796203164
24,3,0,2019,299682074191.28937,117.6899153350103,0,1,1,1,1,0,470.0,2,1,3,0,0,sentinel_2_northern_samar_2019-Q3.tif,viirs_northern_samar_2019-Q3.tif,211.3093852389173
12,4,1,2019,4070264756531.522,117.9406160358257,0,3,1,1,1,1,970.0,3,1,3,1,3,sentinel_2_46000_kagoshima_2019-Q4.tif,viirs_46000_kagoshima_2019-Q4.tif,1620.6488296824875
28,3,0,2020,291244296180.30774,119.1285399053605,1,1,1,0,1,0,285.0,2,1,3,0,1,sentinel_2_isabela_2020-Q3.tif,viirs_isabela_2020-Q3.tif,353.2993825028669
21,4,1,2023,3993446887350.673,140.8613862067226,0,3,1,1,1,1,500.0,3,1,3,1,3,sentinel_2_36000_tokushima_2023-Q4.tif,viirs_36000_tokushima_2023-Q4.tif,1968.8260888952552
19,3,0,2021,332183318448.6994,125.4848727349994,0,1,1,1,1,0,970.0,3,1,1,0,0,sentinel_2_davao_del_sur_2021-Q3.tif,viirs_davao_del_sur_2021-Q3.tif,234.42634429646705
111,1,1,2020,4069008481605.98,118.4352913210933,0,3,1,1,1,1,250.0,3,1,3,1,3,sentinel_2_07000_fukushima_2020-Q1.tif,viirs_07000_fukushima_2020-Q1.tif,2065.1952015340967
20,1,0,2020,291244296180.30774,118.4352913210933,1,1,0,0,1,1,30.0,2,1,2,0,1,sentinel_2_bulacan_2020-Q1.tif,viirs_bulacan_2020-Q1.tif,129.98189880149786
25,4,0,2021,332183318448.6994,127.389433729792,1,1,0,0,1,0,265.0,2,1,2,0,1,sentinel_2_quirino_2021-Q4.tif,viirs_quirino_2021-Q4.tif,296.63669757092964
72,2,1,2019,4070264756531.522,117.3681318135368,0,3,1,1,1,1,540.0,2,0,2,1,3,sentinel_2_37000_kagawa_2019-Q2.tif,viirs_37000_kagawa_2019-Q2.tif,1571.98529943262
21,2,1,2021,4247588558872.2593,123.5075473904579,0,3,1,1,1,1,500.0,3,1,3,1,3,sentinel_2_36000_tokushima_2021-Q2.tif,viirs_36000_tokushima_2021-Q2.tif,1932.121960759247
118,3,0,2021,332183318448.6994,125.4848727349994,1,1,0,0,1,0,18.0,3,1,3,0,1,sentinel_2_rizal_2021-Q3.tif,viirs_rizal_2021-Q3.tif,428.57841644635175
58,4,1,2024,3928801383782.808,144.7279859179582,0,3,0,1,1,1,320.0,3,1,3,1,3,sentinel_2_24000_mie_2024-Q4.tif,viirs_24000_mie_2024-Q4.tif,1614.8717457463306
58,2,1,2020,4069008481605.98,117.7956988014519,0,3,0,1,1,1,320.0,3,1,2,1,3,sentinel_2_24000_mie_2020-Q2.tif,viirs_24000_mie_2020-Q2.tif,1710.333518681229
66,1,1,2021,4247588558872.2593,120.6838014481023,0,3,1,1,1,1,800.0,2,0,2,0,3,sentinel_2_35000_yamaguchi_2021-Q1.tif,viirs_35000_yamaguchi_2021-Q1.tif,1877.4162207639004
46,4,0,2021,332183318448.6994,127.389433729792,1,1,0,0,1,0,280.0,3,0,2,0,4,sentinel_2_mountain_province_2021-Q4.tif,viirs_mountain_province_2021-Q4.tif,214.7343152454314
87,4,0,2021,332183318448.6994,127.389433729792,0,1,1,1,1,0,460.0,2,1,3,0,1,sentinel_2_iloilo_2021-Q4.tif,viirs_iloilo_2021-Q4.tif,278.3228867772329
5,1,0,2020,291244296180.30774,118.4352913210933,0,1,1,1,1,0,410.0,2,1,2,0,1,sentinel_2_antique_2020-Q1.tif,viirs_antique_2020-Q1.tif,207.50925164642825
44,3,1,2019,4070264756531.522,117.6899153350103,0,3,1,1,1,1,430.0,3,1,2,1,3,sentinel_2_28000_hyogo_2019-Q3.tif,viirs_28000_hyogo_2019-Q3.tif,1981.6513291528613
15,2,1,2022,3880440088794.578,134.1731806810651,0,3,1,1,1,1,1200.0,2,1,2,1,3,sentinel_2_42000_nagasaki_2022-Q2.tif,viirs_42000_nagasaki_2022-Q2.tif,1643.512568284078
56,3,1,2024,3928801383782.808,144.403145070865,0,3,1,1,1,1,37.5,3,1,3,1,3,sentinel_2_12000_chiba_2024-Q3.tif,viirs_12000_chiba_2024-Q3.tif,1724.9051953250785
13,4,0,2021,332183318448.6994,127.389433729792,0,1,1,1,1,0,570.0,2,1,3,0,0,sentinel_2_leyte_2021-Q4.tif,viirs_leyte_2021-Q4.tif,191.30566955373516
35,4,1,2024,3928801383782.808,144.7279859179582,0,3,1,1,1,1,650.0,2,1,2,1,3,sentinel_2_32000_shimane_2024-Q4.tif,viirs_32000_shimane_2024-Q4.tif,1689.628537717896
115,1,1,2020,4069008481605.98,118.4352913210933,0,3,1,1,1,1,400.0,3,1,3,1,3,sentinel_2_27000_osaka_2020-Q1.tif,viirs_27000_osaka_2020-Q1.tif,1901.4944029331768
60,3,1,2024,3928801383782.808,144.403145070865,1,3,0,0,1,1,340.0,2,1,2,1,3,sentinel_2_25000_shiga_2024-Q3.tif,viirs_25000_shiga_2024-Q3.tif,2780.406815485671
3,1,0,2021,332183318448.6994,120.6838014481023,0,1,1,1,1,0,870.0,3,1,2,1,0,sentinel_2_cotabato_2021-Q1.tif,viirs_cotabato_2021-Q1.tif,238.1229135503758
68,3,1,2020,4069008481605.98,119.1285399053605,0,3,1,1,1,0,1550.0,2,1,3,0,3,sentinel_2_47000_okinawa_2020-Q3.tif,viirs_47000_okinawa_2020-Q3.tif,2626.599359717308
65,1,0,2021,332183318448.6994,120.6838014481023,0,1,1,1,1,0,780.0,2,1,1,0,0,sentinel_2_misamis_occidental_2021-Q1.tif,viirs_misamis_occidental_2021-Q1.tif,109.93243648682343
124,2,0,2020,291244296180.30774,117.7956988014519,1,0,0,0,1,0,820.0,2,0,2,0,0,sentinel_2_lanao_del_sur_2020-Q2.tif,viirs_lanao_del_sur_2020-Q2.tif,201.996370595356
48,3,0,2020,291244296180.30774,119.1285399053605,0,1,1,1,1,0,780.0,2,0,2,0,0,sentinel_2_camiguin_2020-Q3.tif,viirs_camiguin_2020-Q3.tif,120.48759115188912
78,2,0,2021,332183318448.6994,123.5075473904579,0,1,0,1,1,0,85.0,3,1,3,0,1,sentinel_2_batangas_2021-Q2.tif,viirs_batangas_2021-Q2.tif,216.9690818102144
66,3,1,2024,3928801383782.808,144.403145070865,0,3,1,1,1,1,800.0,2,0,2,1,3,sentinel_2_35000_yamaguchi_2024-Q3.tif,viirs_35000_yamaguchi_2024-Q3.tif,1772.8627579266558
70,2,1,2020,4069008481605.98,117.7956988014519,0,3,1,1,1,1,880.0,2,1,2,1,3,sentinel_2_40000_fukuoka_2020-Q2.tif,viirs_40000_fukuoka_2020-Q2.tif,1975.2535936298043
42,1,0,2021,332183318448.6994,120.6838014481023,1,1,0,0,1,0,210.0,3,0,3,0,4,sentinel_2_benguet_2021-Q1.tif,viirs_benguet_2021-Q1.tif,308.72636729241896
119,4,0,2020,291244296180.30774,119.4024762808857,0,1,0,1,1,0,55.0,2,1,2,0,1,sentinel_2_bataan_2020-Q4.tif,viirs_bataan_2020-Q4.tif,235.17724056382036
82,3,0,2021,332183318448.6994,125.4848727349994,0,1,1,1,1,0,170.0,2,0,3,0,1,sentinel_2_marinduque_2021-Q3.tif,viirs_marinduque_2021-Q3.tif,204.1584943979733
57,2,1,2021,4247588558872.2593,123.5075473904579,1,3,1,0,1,1,370.0,2,0,2,0,3,sentinel_2_26000_kyoto_2021-Q2.tif,viirs_26000_kyoto_2021-Q2.tif,2324.648661952492
96,1,0,2021,332183318448.6994,120.6838014481023,0,1,1,1,1,0,880.0,2,0,2,0,0,sentinel_2_basilan_2021-Q1.tif,viirs_basilan_2021-Q1.tif,576.770287083825
90,3,0,2021,332183318448.6994,125.4848727349994,1,1,0,0,1,0,820.0,2,0,1,0,1,sentinel_2_bukidnon_2021-Q3.tif,viirs_bukidnon_2021-Q3.tif,185.4883669199721
89,2,0,2020,291244296180.30774,117.7956988014519,0,1,1,1,1,0,970.0,2,1,2,0,0,sentinel_2_davao_del_norte_2020-Q2.tif,viirs_davao_del_norte_2020-Q2.tif,219.3367200478029
89,1,0,2019,299682074191.28937,115.9781187205398,0,1,1,1,1,0,970.0,2,1,3,0,0,sentinel_2_davao_del_norte_2019-Q1.tif,viirs_davao_del_norte_2019-Q1.tif,169.41815564938474
8,2,1,2022,3880440088794.578,134.1731806810651,1,3,0,0,1,1,270.0,2,1,2,1,3,sentinel_2_21000_gifu_2022-Q2.tif,viirs_21000_gifu_2022-Q2.tif,1670.5142119518555
85,1,0,2021,332183318448.6994,120.6838014481023,0,1,1,1,1,1,260.0,2,1,3,0,1,sentinel_2_camarines_sur_2021-Q1.tif,viirs_camarines_sur_2021-Q1.tif,188.36210279452348
56,2,1,2022,3880440088794.578,134.1731806810651,0,3,1,1,1,1,37.5,3,1,3,1,3,sentinel_2_12000_chiba_2022-Q2.tif,viirs_12000_chiba_2022-Q2.tif,1524.2346348437252
76,1,0,2019,299682074191.28937,115.9781187205398,0,1,0,1,1,0,1030.0,2,1,2,0,0,sentinel_2_sarangani_2019-Q1.tif,viirs_sarangani_2019-Q1.tif,172.1369836065574
